recipe_id,humidity,temperature
371,57.1043039394859,26.80381842558211
1548,85.47708116634743,21.410967994285283
5079,64.06680166541915,28.058778211788045
1556,66.17521412521461,21.033407033306098
1772,73.77493678656887,22.070582099674446
3802,69.23181667304527,21.89656758941027
4806,42.759006511919786,31.296460074941475
3135,40.79167893929355,22.388212699029452
3953,66.44633923871416,24.33472914938412
2150,62.503488209558625,32.274534386624595
5526,89.69667027835987,32.70662274429092
2367,80.20615239719729,34.279952670779565
7311,65.06633069549517,30.268412038962403
3721,78.14060201881695,22.00578302505449
171,55.543235373266576,32.3419014828928
5745,61.752672092372734,23.89971361520039
9534,67.62072365009737,24.659209370570487
8761,82.07746336141565,32.926377737183
6709,80.67302292077383,20.456329589612125
2086,72.6908888734007,27.8443010891592
184,67.8253566187282,28.236662837073254
9949,59.5924640349659,25.757345592434174
4400,77.87223846453287,25.350863648956782
9118,81.84934044262533,20.826530960597733
1578,70.66693492986006,33.83060056911866
2613,34.649359819336794,23.182928677422
9930,41.76358812326892,18.010689847541485
1421,32.37813686169119,29.2516174691723
2113,43.699357405124104,18.200549849199263
5039,67.59069420846497,22.869146142982842
6509,85.88761873761538,32.590871950309555
7963,34.297938536912696,19.660133734758478
484,35.497095445158834,29.300935293684365
7291,56.45620036656325,34.38816743722438
9838,37.91523203761736,18.48550018066475
2225,44.11554314127598,25.70854558893614
3275,40.91574909441701,25.496620006361958
6289,66.93847815949434,32.67711720283521
5336,49.35004067667933,26.321231995046624
2551,76.21557447524162,18.18463887467656
6974,38.103950150179756,30.29552281239583
4854,60.6737449551524,23.96384964904381
2776,39.1237439294918,26.105704955327816
3575,68.7634046217473,23.029658596039212
2515,60.66569115364105,26.22537177631027
8765,30.123053364216478,31.13730423324494
4837,74.32464232193925,29.532080711466794
6600,89.55857046531793,25.993688512389085
5977,49.75965543382537,22.548235589581672
9043,79.23745649554809,29.759372382597398
6972,39.79945802521887,24.22220627206465
9370,82.50967700221176,25.760678582813846
7863,65.5301192692966,23.60693212147755
194,44.89304024904769,22.19854278711428
8312,79.55720984894674,33.797110185571
7247,78.08813866410654,32.195353761523904
5568,72.02653313819357,24.450039228396797
6706,63.61949958709884,28.200072698691102
2469,53.949086279335205,21.07117219274985
793,67.46594998855156,23.427033427148032
2162,59.38434971189993,25.90251090056481
3014,52.05245135655408,31.515959059259828
2147,36.05975790040247,26.24440441793731
7361,74.83646419080632,18.55175801099675
4679,73.7680282240038,32.8457954555019
5838,52.280294052602216,25.76217901378254
140,78.4096297661463,34.82896904310047
606,82.97782420018689,20.77454060160706
5309,38.40166135433544,28.745754670138584
1722,64.56351271608463,24.570860512922998
8415,60.39219564321306,22.122574046220507
7168,32.213549920035355,19.651699765942652
2343,62.642711207009995,32.31789397599714
9752,40.96257508126673,31.617046196291582
2139,75.75082838992456,22.356629868913434
